time,open,high,low,close,EMA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ADX
-3124058638,20.65,20.65,20.65,20.65,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-3092609038,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-3029450638,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2997914638,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2966205838,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2934756238,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,100
-2840148238,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,100
-2808353038,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,100
-2776903438,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,100
-2745453838,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,NaN,NaN,100
-2682295200,20.66,20.66,20.66,20.66,NaN,100,100,NaN,NaN,NaN,NaN,100,NaN,100
-2650759200,20.65,20.65,20.65,20.65,NaN,23.54425281262361,94.53887520090169,NaN,NaN,NaN,NaN,NaN,NaN,96.12148507319219
-2619050400,20.65,20.65,20.65,20.65,NaN,23.54425281262361,89.07775040180339,NaN,NaN,NaN,NaN,NaN,NaN,93.01867313174593
-2587600800,20.65,20.65,20.65,20.65,NaN,23.54425281262361,83.61662560270506,NaN,NaN,23.54425281262361,NaN,NaN,NaN,90.53642357858894
-2492992800,20.68,20.68,20.68,20.68,NaN,82.07702388372428,82.33641302297109,NaN,NaN,NaN,NaN,NaN,NaN,86.68758007372233
-2461456800,20.68,20.68,20.68,20.68,NaN,82.07702388372428,81.0562004432371,NaN,NaN,NaN,NaN,NaN,NaN,83.60850526982905
-2429748000,20.68,20.68,20.68,20.68,NaN,82.07702388372428,79.77598786350312,NaN,NaN,NaN,NaN,82.07702388372428,NaN,81.14524542671442
-2398298400,20.66,20.66,20.66,20.66,NaN,47.53403383965397,76.02841885204984,NaN,NaN,NaN,NaN,NaN,NaN,68.56461937842299
-2303604000,20.71,20.71,20.71,20.71,NaN,75.97349786261628,74.312240127951,NaN,NaN,NaN,NaN,NaN,NaN,65.87162976913862
-2271895200,20.71,20.71,20.71,20.71,NaN,75.97349786261628,72.59606140385216,NaN,NaN,NaN,NaN,NaN,NaN,63.717238081711145
-2240445600,20.66,20.66,20.66,20.66,NaN,45.0603454854446,68.6718003670982,NaN,NaN,NaN,NaN,NaN,NaN,55.22098251743045
-2208996000,20.68,20.68,20.68,20.68,20.6572,53.563054748469845,65.35487570627461,NaN,NaN,NaN,NaN,NaN,NaN,44.71809912417825
-2114388000,20.67,20.67,20.67,20.67,20.657701960784312,49.27354425744224,61.73155743894906,NaN,NaN,NaN,NaN,NaN,NaN,37.4900071348902
-2082852000,20.68,20.68,20.68,20.68,20.65857639369473,53.46597182452303,58.407698283557856,NaN,NaN,NaN,NaN,NaN,NaN,30.898670331409523
-2051143200,20.54,20.54,20.54,20.54,20.653926339040034,23.228884279012945,52.9240471606302,NaN,NaN,23.228884279012945,NaN,NaN,NaN,38.00335794312076
-2019693600,20.62,20.62,20.62,20.62,20.652595894371796,43.69805900621475,54.36360474588672,NaN,NaN,NaN,NaN,NaN,NaN,32.81877920399171
-1924999200,20.68,20.68,20.68,20.68,20.653670565180747,54.03794411647686,56.5417255533048,NaN,NaN,NaN,NaN,NaN,NaN,29.092682378461276
-1893290400,20.64,20.64,20.64,20.64,20.653134464585424,47.49594948601136,58.25256102997537,NaN,NaN,NaN,NaN,NaN,NaN,24.16811869433444
