time,open,high,low,close,EMA,Volume,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ADX
1241125200,888,980.35,880.2,979.1,729.496435569242,648051,63.293327881811024,59.11759542898941,NaN,NaN,NaN,NaN,NaN,NaN,34.115412621215576
1243803600,979.1,990.305,913.21,926.44,737.2197126057423,554628,56.04272579443974,58.38977364086937,NaN,NaN,NaN,NaN,NaN,NaN,36.304939488817276
1246395600,926.44,959.14,905.165,954.05,745.7228611310073,426836,58.82492735085028,57.79281164526687,NaN,NaN,NaN,NaN,NaN,NaN,36.38153819034068
1249246800,954.05,971.865,930.45,951.25,753.7827489297914,427820,58.40319338810186,56.881248467914006,NaN,NaN,NaN,NaN,NaN,NaN,37.74014139153739
1251752400,951.25,1024.28,946.615,1007.67,763.7391117168584,536364,64.21839259307583,56.579034728467526,NaN,NaN,NaN,NaN,NaN,NaN,42.7518957779858
1254344400,1007.67,1070.79,986.9,1045.55,774.790519100511,453789,67.63581520437799,57.69311411560922,NaN,NaN,NaN,NaN,NaN,NaN,48.82193730799762
1257112800,1045.55,1195.395,1041.98,1179.52,790.6622634495105,529796,76.54777180697629,59.05089143742007,NaN,NaN,NaN,NaN,76.54777180697629,NaN,56.26659187155957
1259618400,1179.52,1226.525,1074.735,1097.12,802.6802139024709,704859,64.29681454708259,60.85375864290456,NaN,NaN,NaN,NaN,NaN,NaN,62.58692434432069
1262296800,1097.12,1162.08,1074.21,1081.13,813.5998133572759,608651,62.126183933430255,61.68594294182873,NaN,NaN,NaN,NaN,NaN,NaN,67.53999665135366
1264975200,1081.13,1131.26,1044.475,1117.73,825.5264873432651,712073,65.15531556717865,62.289657396367474,NaN,NaN,NaN,NaN,NaN,NaN,65.4026975205074
1267394400,1117.73,1145.185,1085.315,1113.17,836.8066250945096,652834,64.4330053648057,62.5546380311028,NaN,NaN,NaN,NaN,NaN,NaN,64.44362677361592
1270069200,1113.17,1181.785,1106.43,1179.1,850.2298946986465,504973,69.86665886484586,63.11581888881066,NaN,NaN,NaN,NaN,NaN,NaN,65.42776468970489
1272834000,1179.1,1249.495,1156.595,1216.25,864.5836243183074,856870,72.52723341230312,64.11059118079113,NaN,NaN,NaN,NaN,NaN,NaN,68.29540722531195
1275339600,1216.25,1265.265,1196.595,1242.37,879.3987763058248,699668,74.32064175944566,65.54942910490891,NaN,NaN,NaN,NaN,NaN,NaN,70.95355275449414
1277931600,1242.37,1243.99,1156.83,1181.05,891.2282360585375,601033,63.391430117205736,65.55643640743709,NaN,NaN,63.391430117205736,NaN,NaN,NaN,65.05754287990368
1280696400,1181.05,1249.97,1174.61,1247.42,905.1965405268302,507497,68.95108688705403,66.4784621997667,NaN,NaN,NaN,NaN,NaN,NaN,60.807417509109975
