time,open,high,low,close,EMA,Volume,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ADX
1438549200,1095.568,1170.28,1081.085,1134.942,1289.773595,753508,38.16058971,39.0537191,NaN,NaN,NaN,NaN,NaN,NaN,33.54137938
1441054800,1134.942,1156.764,1098.795,1114.866,1282.914474,542918,35.97672612,38.55982933,NaN,NaN,NaN,NaN,NaN,NaN,38.65857473
1443646800,1114.866,1191.653,1104.735,1142.173,1277.3952,578707,41.13186132,38.39166982,NaN,NaN,NaN,NaN,NaN,NaN,33.82625511
1446415200,1142.173,1143.1,1052.885,1064.957,1269.06429,511901,32.74448425,38.14098514,NaN,NaN,NaN,NaN,NaN,NaN,35.81816492
1448920800,1064.957,1088.908,1046.459,1060.904,1260.901142,644028,32.35489265,38.05948299,NaN,NaN,NaN,NaN,NaN,NaN,37.97824844
1451599200,1060.904,1128.174,1060.634,1118.143,1255.302783,635923,43.10917902,38.78140124,NaN,NaN,NaN,NaN,NaN,NaN,31.55642328
1454277600,1118.143,1263.436,1115.614,1238.604,1254.647929,1174274,58.66700816,40.4185826,NaN,NaN,NaN,NaN,NaN,NaN,35.60641651
1456783200,1238.604,1284.979,1207.873,1232.945,1253.796834,1142261,57.83118455,40.94753723,NaN,NaN,NaN,NaN,NaN,NaN,39.78952177
1459458000,1232.945,1296.913,1209.014,1293.354,1255.348095,1098926,63.9919512,42.46574722,NaN,NaN,NaN,NaN,NaN,NaN,43.68778109
1462136400,1293.354,1303.838,1199.655,1215.335,1253.778954,1216789,52.78675259,43.38714723,NaN,NaN,NaN,NaN,NaN,NaN,44.94086335
1464728400,1215.335,1358.762,1206.063,1322.014,1256.454838,1270487,62.80532885,45.01599582,NaN,NaN,NaN,NaN,NaN,NaN,48.95111134
1467320400,1322.014,1375.307,1310.878,1351.206,1260.17057,1169699,65.08608139,46.73519148,NaN,NaN,NaN,NaN,65.08608139,NaN,52.8710097
1469998800,1351.206,1367.318,1304.307,1308.98,1262.084665,918447,59.18072218,48.19062758,NaN,NaN,NaN,NaN,NaN,NaN,54.38752492
1472677200,1308.98,1352.854,1302.568,1316.064,1264.201502,769488,59.86794991,50.26390799,NaN,NaN,NaN,NaN,NaN,NaN,55.09873578
1475442000,1316.064,1319.7,1241.511,1276.868,1264.698227,644272,54.18906897,51.40879937,NaN,NaN,NaN,NaN,NaN,NaN,45.34919061
1477947600,1276.868,1337.495,1170.056,1173.33,1261.11516,1693064,42.27280771,51.85851948,NaN,NaN,NaN,NaN,NaN,NaN,44.5401908
1480543200,1173.33,1188.267,1122.751,1151.61,1256.82084,876149,40.18721815,51.79104497,NaN,NaN,40.18721815,NaN,NaN,NaN,46.66318655
1483308000,1151.61,1220.224,1146.157,1210.57,1255.007081,1036314,48.01903093,52.88208402,NaN,NaN,NaN,NaN,NaN,NaN,43.20548081
1485900000,1210.57,1263.944,1198.178,1248.295,1254.743862,551670,52.49636439,54.32076057,NaN,NaN,NaN,NaN,NaN,NaN,34.71382827
1488319200,1248.295,1261.081,1195.067,1249.119,1254.52328,773378,52.59669517,54.9984403,NaN,NaN,NaN,NaN,NaN,NaN,28.30365834
1491166800,1249.119,1295.612,1243.821,1268.229,1255.060759,739479,55.07244149,54.74168553,NaN,NaN,NaN,NaN,NaN,NaN,26.44752939
1493586000,1268.229,1274.215,1214.392,1268.808,1255.599866,794403,55.15227924,54.55033515,NaN,NaN,NaN,NaN,NaN,NaN,21.72618198
1496264400,1268.808,1296.208,1236.006,1242.118,1255.071166,679104,50.49859113,53.58652372,NaN,NaN,NaN,NaN,NaN,NaN,19.82531004
1499029200,1242.118,1271.232,1204.89,1269.507,1255.637277,584664,54.89260737,53.73694192,NaN,NaN,NaN,NaN,NaN,NaN,18.03348754
1501534800,1269.507,1326.132,1251.614,1321.37,1258.215031,1022135,62.06575158,53.68411497,NaN,NaN,NaN,NaN,NaN,NaN,19.17425161
1504213200,1321.37,1357.624,1275.633,1280.081,1259.07252,1073710,54.3279996,52.91568056,NaN,NaN,NaN,NaN,NaN,NaN,22.87613417
1506891600,1280.081,1306.138,1260.668,1271.212,1259.548578,764409,52.73912892,52.45556675,NaN,NaN,NaN,NaN,NaN,NaN,23.13951349
1509483600,1271.212,1299.326,1265.534,1275.025,1260.155496,758742,53.39831965,51.99345031,NaN,NaN,NaN,NaN,NaN,NaN,23.35021695
1512079200,1275.025,1307.676,1236.527,1303.247,1261.845359,559373,58.24747016,52.28333611,NaN,NaN,NaN,NaN,NaN,NaN,19.52572091
1514757600,1303.247,1366.112,1302.9,1345.057,1265.108561,932032,64.41820449,53.86515016,NaN,NaN,NaN,NaN,64.41820449,NaN,22.39597493
1517436000,1345.057,1361.796,1307.081,1318.381,1267.197676,1121381,58.23992019,55.15462888,NaN,NaN,NaN,NaN,NaN,NaN,24.69217815
1519855200,1318.381,1356.917,1302.832,1325.238,1269.473767,901102,59.36687237,55.96518898,NaN,NaN,NaN,NaN,NaN,NaN,25.46135626
1522616400,1325.238,1365.37,1310.3,1315.6,1271.282639,973595,56.93721151,56.28239235,NaN,NaN,NaN,NaN,NaN,NaN,27.36619936
1525122000,1315.6,1326.046,1282.031,1298.447,1272.347908,948270,52.62500706,56.28441463,NaN,NaN,NaN,NaN,NaN,NaN,22.28949932
1527800400,1298.447,1309.404,1245.98,1253.022,1271.590029,693212,42.93685857,55.41758728,NaN,NaN,NaN,NaN,NaN,NaN,24.18562705
1530478800,1253.022,1266.023,1211.52,1223.818,1269.716616,711932,37.89151735,54.18467571,NaN,NaN,NaN,NaN,NaN,NaN,29.33759214
1533070800,1223.818,1224.961,1160.324,1201.055,1267.024004,740153,34.35194134,53.03134358,NaN,NaN,NaN,NaN,NaN,NaN,36.7724503
1535922000,1201.055,1212.748,1180.77,1191.82,1264.074827,598076,32.94722693,51.46381641,NaN,NaN,32.94722693,NaN,NaN,NaN,42.72033682
1538341200,1191.82,1243.47,1182.9,1214.65,1262.136599,775539,39.79417166,49.87298927,NaN,NaN,NaN,NaN,NaN,NaN,39.59159629
1541019600,1214.65,1237.504,1196.436,1222.028,1260.563713,658449,41.94929839,48.98879633,NaN,NaN,NaN,NaN,NaN,NaN,37.08860386
1543788000,1222.028,1284.202,1221.381,1282.413,1261.420547,580811,56.33947622,49.24596399,NaN,NaN,NaN,NaN,NaN,NaN,33.40488041
1546293600,1282.413,1326.312,1276.699,1321.293,1263.768487,533138,62.98573862,49.93077963,NaN,NaN,NaN,NaN,NaN,NaN,35.1530992
1548972000,1321.293,1346.743,1302.449,1312.971,1265.697997,224170,60.75858501,50.11014498,NaN,NaN,NaN,NaN,NaN,NaN,38.27549014
1551391200,1312.971,1324.568,1280.922,1292.412,1266.745605,274560,55.3219267,49.46041085,NaN,NaN,NaN,NaN,NaN,NaN,35.82741773
1554066000,1292.412,1310.602,1266.421,1283.532,1267.403895,228519,53.01676644,49.08732844,NaN,NaN,NaN,NaN,NaN,NaN,30.80994666
1556658000,1283.532,1306.898,1266.389,1305.276,1268.889076,272523,57.85442095,48.9792962,NaN,NaN,NaN,NaN,NaN,NaN,26.78855822
1559509200,1305.276,1439.318,1305.276,1409.407,1274.399582,596405,72.89210293,50.1189313,NaN,NaN,NaN,NaN,NaN,NaN,34.89127049
1561928400,1409.407,1453.005,1381.904,1412.764,1279.825638,701935,73.23841256,51.59131741,NaN,NaN,NaN,NaN,NaN,NaN,41.86843834
1564606800,1412.764,1555.182,1400.613,1520.531,1289.265064,1145233,81.68741409,54.35921423,NaN,NaN,NaN,NaN,81.68741409,NaN,49.95231072
1567371600,1520.531,1557.074,1464.558,1472.512,1296.451218,877665,70.52592478,56.69024333,NaN,NaN,NaN,NaN,NaN,NaN,56.45302759
1569877200,1472.512,1519.651,1459.17,1512.578,1304.926778,779098,73.87646162,59.51342335,NaN,NaN,NaN,NaN,NaN,NaN,60.461105
1572555600,1512.578,1516.171,1445.707,1463.989,1311.164513,473987,63.95722364,61.72842311,NaN,NaN,63.95722364,NaN,NaN,NaN,60.39835478
1575237600,1463.989,1525.376,1454.178,1517.111,1319.240845,363336,69.06580204,63.81925386,NaN,NaN,NaN,NaN,NaN,NaN,60.93278316
1577829600,1517.111,1611.498,1517.111,1589.975,1329.857871,733734,74.617306,66.15268297,NaN,NaN,NaN,NaN,NaN,NaN,64.77064008
1580680800,1589.975,1689.384,1547.554,1586.542,1339.923915,1063383,73.91421253,67.40802128,NaN,NaN,NaN,NaN,NaN,NaN,69.20438156
1583100000,1586.542,1703.282,1451.432,1577.1,1349.224938,3071381,71.82027707,68.03905974,NaN,NaN,NaN,NaN,NaN,NaN,59.81488029
1585688400,1577.1,1747.722,1572.827,1686.618,1362.456039,2997988,79.42584148,69.3724352,NaN,NaN,NaN,NaN,NaN,NaN,54.89430486
1588280400,1686.618,1765.256,1670.909,1729.615,1376.854429,1985634,81.61719157,71.25066841,NaN,NaN,NaN,NaN,NaN,NaN,51.94189958
1590958800,1729.615,1786.023,1670.438,1780.872,1392.698256,1694840,83.91483557,73.45767335,NaN,NaN,NaN,NaN,NaN,NaN,50.79014459
1593550800,1780.872,1983.102,1757.665,1975.962,1415.571344,1165384,89.52233917,75.7196675,NaN,NaN,NaN,NaN,89.52233917,NaN,55.73732959
1596402000,1975.962,2075.282,1862.899,1967.646,1437.22133,2219549,88.05034159,76.80239884,NaN,NaN,NaN,NaN,NaN,NaN,60.87826305
1598907600,1967.646,1992.565,1848.801,1885.5,1454.800886,1640752,74.44695405,76.88872323,NaN,NaN,NaN,NaN,NaN,NaN,63.38813999
1601499600,1885.5,1933.292,1860.08,1878.952,1471.434263,1119335,73.42962347,76.29888104,NaN,NaN,NaN,NaN,NaN,NaN,65.39604155
1604268000,1878.952,1965.572,1764.57,1776.881,1483.412566,1202715,59.23458071,75.49235647,NaN,NaN,NaN,NaN,NaN,NaN,55.95158491
1606773600,1776.881,1906.809,1775.897,1898.391,1499.68623,1068021,67.61815423,75.04533451,NaN,NaN,NaN,NaN,NaN,NaN,48.39601961
1609452000,1898.391,1959.406,1802.955,1847.74,1513.335398,1402686,61.67053065,74.8819993,NaN,NaN,NaN,NaN,NaN,NaN,45.87269044
1612130400,1847.74,1871.89,1717.27,1734.375,1522.003618,1587406,50.48859604,73.55505601,NaN,NaN,NaN,NaN,NaN,NaN,37.81550987
1614549600,1734.375,1759.95,1676.866,1707.475,1529.277005,1538541,48.15765952,71.66508126,NaN,NaN,48.15765952,NaN,NaN,NaN,34.24437553
1617224400,1707.475,1797.934,1705.867,1771.945,1538.793397,1016488,53.89655649,70.23524869,NaN,NaN,NaN,NaN,NaN,NaN,27.74670336
1619989200,1771.945,1912.785,1766.29,1906.676,1553.220166,1226245,63.41749315,69.63504984,NaN,NaN,NaN,NaN,NaN,NaN,29.26405234
1622494800,1906.676,1916.615,1750.74,1770.45,1561.738983,1150946,51.3541687,67.62993035,NaN,NaN,NaN,NaN,NaN,NaN,28.90527245
1625086800,1770.45,1834.195,1765.74,1814.18,1571.638631,943884,54.48112258,65.69163971,NaN,NaN,NaN,NaN,NaN,NaN,28.61824854
1627851600,1814.18,1831.77,1677.686,1813.795,1581.134959,1121770,54.44645853,63.58675564,NaN,NaN,NaN,NaN,NaN,NaN,26.05672896
1630443600,1813.795,1834.04,1721.71,1757.04,1588.033196,1082396,49.24969802,60.71013841,NaN,NaN,49.24969802,NaN,NaN,NaN,23.75682959
1633035600,1757.04,1813.845,1745.99,1783.35,1595.692678,1048371,51.6561307,58.11055192,NaN,NaN,NaN,NaN,NaN,NaN,21.9169101
1635714000,1783.35,1877.14,1758.89,1774.68,1602.711789,1230009,50.76377144,56.41889602,NaN,NaN,NaN,NaN,NaN,NaN,21.9637366
1638309600,1774.68,1830.385,1753.07,1828.775,1611.577013,815340,56.08838206,55.18023592,NaN,NaN,NaN,NaN,NaN,NaN,21.13338799
1641160800,1828.775,1853.885,1780.33,1797.166,1618.855012,834421,52.36569843,54.68960147,NaN,NaN,NaN,NaN,NaN,NaN,22.96813453
1643666400,1797.166,1974.485,1788.685,1909.525,1630.253835,5484662,62.35690925,54.31379825,NaN,NaN,NaN,NaN,NaN,NaN,31.31794009
1646085600,1909.525,2070.63,1890.155,1937.1,1642.287018,16741101,64.41751441,54.51001138,NaN,NaN,NaN,NaN,64.41751441,NaN,40.32482493
1648760400,1937.1,1998.46,1872.215,1896.99,1652.275371,9956773,59.12155085,55.12665101,NaN,NaN,NaN,NaN,NaN,NaN,45.01123136
1651438800,1896.99,1909.82,1786.785,1837.47,1659.537905,8419154,51.98653879,55.40014239,NaN,NaN,NaN,NaN,NaN,NaN,38.9901397
1654030800,1837.47,1879.13,1802.775,1807.33,1665.333673,4601387,48.64231035,55.02483909,NaN,NaN,NaN,NaN,NaN,NaN,34.17326637
1656622800,1807.33,1814.375,1680.935,1766.26,1669.291569,2152273,44.27606601,53.65759429,NaN,NaN,NaN,NaN,NaN,NaN,33.53424657
1659301200,1766.26,1807.96,1709.675,1711.04,1670.928762,2039515,38.98315011,52.77395011,NaN,NaN,NaN,NaN,NaN,NaN,33.02303072
1661979600,1711.04,1735.18,1614.925,1660.95,1670.537438,2413550,34.74457292,51.36419656,NaN,NaN,NaN,NaN,NaN,NaN,37.12385854
1664744400,1660.95,1729.59,1617.28,1633.69,1669.09244,2297082,32.57602699,49.80202288,NaN,NaN,32.57602699,NaN,NaN,NaN,40.4045208
1667250000,1633.69,1786.545,1616.675,1768.235,1672.980384,1700061,49.92865149,49.85051956,NaN,NaN,NaN,NaN,NaN,NaN,35.81953691
1669845600,1768.235,1833.445,1765.91,1823.79,1678.894487,1270111,55.27557209,50.10905108,NaN,NaN,NaN,NaN,NaN,NaN,29.73295255
1672610400,1823.79,1949.26,1823.79,1928.235,1688.672546,1361208,63.51575473,51.01990703,NaN,NaN,NaN,NaN,NaN,NaN,31.9656392
1675202400,1928.235,1959.77,1804.685,1826.67,1694.084211,1254812,52.86114491,50.78939009,NaN,NaN,NaN,NaN,NaN,NaN,31.72763128
